Stamm,Art,prot,FimH-Variante,measure 1,measure 1_2,measure 2,measure 2_2,measure 3,measure 3_2,Median (without negativ)
2918,Pantoea agglomerans,Su1,-,39,39,64,81,7,4,-9
2924,Buttiauxella gaviniae,Su1,-,287,304,406,438,56,69,55
2926,Serratia fonticola,Su1,-,84,104,140,168,135,93,72
3053,Pantoea agglomerans,Su1,-,69,59,304,173,140,113,79
3268,Proteus mirabilis,Su1,-,23376,24803,33803,27210,29066,21793,25959
3279,MRSA,Su1,-,36,96,123,130,70,73,83
3280,MRSA,Su1,-,277,96,314,277,209,60,241
3281,MRSA,Su1,-,79,103,326,269,46,87,93
3282,MRSA,Su1,-,96,74,220,202,77,56,85
3283,MRSA,Su1,-,341,277,2387,510,310,235,324
3284,MRSA,Su1,-,1461,1433,237,428,6060,3740,1423
3285,MRSA,Su1,-,237,564,658,425,893,455,486
3286,MRSA,Su1,-,215,190,71,118,264,222,179
3287,MRSA,Su1,-,163,115,89,49,79,103,72
3288,MRSA,Su1,-,703,403,99,145,287,79,192
3312,Proteus mirabilis,Su1,-,26289,24461,21003,19078,17028,18576,19993
3323,Proteus mirabilis,Su1,-,22945,22678,22630,19938,17714,15980,21237
3341,Proteus mirabilis,Su1,-,53069,29440,22687,21845,17764,18095,22219
3362,Proteus mirabilis,Su1,-,16272,19329,27899,25828,7098,7935,17753
3365,Proteus mirabilis,Su1,-,10843,13337,27820,26140,3261,9679,12043
4142,Serratia fonticola,Su1,-,84,79,239,213,116,121,71
4444,Schwein Kommensale,Su1,-,10675,13632,9117,10251,3777,4720,9637
5203,Mensch ETEC,Su1,-,16,9,29,19,6,0,11
5551,HFEC,Su1,-,2551,2353,1892,2117,2258,2035,2140
5686,Mensch ETEC,Su1,-,69,64,123,94,24,36,19
7537,Schwein ETEC,Su1,-,11,4,31,34,3,0,6
7538,Schwein ETEC,Su1,-,0,4,31,29,13,3,7
7539,Schwein ETEC,Su1,-,6,6,14,21,3,6,4
7540,Schwein ETEC,Su1,-,34,29,31,29,16,29,5
7541,Schwein ETEC,Su1,-,29,34,39,31,16,14,6
7542,Schwein ETEC,Su1,-,34,34,39,24,26,14,6
7544,Schwein ETEC,Su1,-,31,29,29,29,26,14,5
7545,Schwein ETEC,Su1,-,54,74,89,96,54,54,17
7547,Schwein ETEC,Su1,-,39,44,138,64,21,49,-1
7548,Schwein ETEC,Su1,-,54,49,69,59,69,59,12
7568,Proteus mirabilis,Su1,-,20577,20305,27111,15319,21679,11217,20394
7574,Proteus mirabilis,Su1,-,18784,17605,22812,18135,16686,20835,18412
7596,Proteus mirabilis,Su1,-,9580,7769,12780,8693,6355,6633,8184
7597,Proteus mirabilis,Su1,-,12698,11160,14102,9317,4923,4274,10191
91,Schwein Kommensale,Su2,1,10253,11257,10531,10238,6808,6796,10056
5547,HFEC,Su2,1,6707,2464,693,762,1448,1317,1316
5682,Mensch ETEC,Su2,1,160,316,41,111,128,130,63
5689,Mensch ETEC,Su2,1,173,168,79,84,153,106,63
5690,Mensch ETEC,Su2,1,145,143,64,71,11673,11789,78
5691,Mensch ETEC,Su2,1,267,331,282,304,104,115,85
5998,Schwein EPEC,Su2,1,2939,1329,334,219,14415,20315,2068
6586,Rind Kommensale,Su2,1,30289,20889,23936,18858,31107,25258,24581
6595,Rind Kommensale,Su2,1,143,108,49,44,28251,27205,59
7501,Rind EPEC,Su2,1,115685,119549,14070,13042,17578,17617,17598
7503,Rind EPEC,Su2,1,47053,42691,21003,24183,17142,19309,22593
7506,Rind EPEC,Su2,1,29603,29442,29437,29779,24993,21171,29423
7507,Rind EPEC,Su2,1,28956,29139,30074,29709,27193,27792,29031
7509,Rind EPEC,Su2,1,25734,25337,29459,29742,21340,23554,25519
7514,Rind EPEC,Su2,1,11650,11941,12730,12391,12084,11489,11823
7516,Rind EPEC,Su2,1,15834,4299,9783,9823,9116,8973,9260
7528,Rind EPEC,Su2,1,9691,9872,12837,12988,8750,7524,9592
7551,Schwein ETEC,Su2,1,84,104,39,41,14801,16017,28
122,Schwein Kommensale,Su2,2,175,212,224,289,64,88,4
136,Schwein Kommensale,Su2,2,24562,24728,22205,22534,18527,19948,22180
4297,Schwein Kommensale,Su2,2,90062,60601,14192,13147,13620,14100,14146
4318,Schwein Kommensale,Su2,2,29152,41383,31035,33777,27616,24981,30077
4320,Schwein Kommensale,Su2,2,37366,38681,49943,43557,21372,35027,38007
4401,Schwein Kommensale,Su2,2,38844,68809,41088,49579,44593,49277,46919
4445,Schwein Kommensale,Su2,2,16567,17984,9850,9387,6313,6471,9581
4732,Schwein Kommensale,Su2,2,28912,31852,19423,18945,14306,15215,19147
5200,Mensch ETEC,Su2,2,106944,114677,14928,12453,23956,21997,22977
5201,Mensch ETEC,Su2,2,128819,109344,64921,64388,23349,20993,64655
5204,Mensch ETEC,Su2,2,139964,117650,16357,13298,24330,62820,43575
5205,Mensch ETEC,Su2,2,27948,27175,72913,74628,83519,83983,73754
5263,Mensch EPEC,Su2,2,75410,70134,102418,98950,65057,64190,72756
5268,Mensch EPEC,Su2,2,70734,69733,103151,98118,65476,72245,71473
5281,Mensch EPEC,Su2,2,24884,24558,8693,10665,9639,8260,10136
5282,Mensch EPEC,Su2,2,6952,8765,8604,8331,16438,13273,8647
5285,Mensch EPEC,Su2,2,15135,16599,7331,7229,10536,11252,10857
5289,Mensch EPEC,Su2,2,95790,94522,26254,24342,11675,12072,25261
5527,HFEC,Su2,2,114455,107315,29655,23423,11900,10747,26539
5529,HFEC,Su2,2,74996,78536,24438,22759,17617,16275,23599
5536,HFEC,Su2,2,39897,43969,36741,55647,26453,25149,38303
5543,HFEC,Su2,2,11284,11133,14296,14518,13702,14373,13809
5631,Mensch EPEC,Su2,2,16678,17991,23361,22425,14672,16676,17145
5637,Mensch ETEC,Su2,2,88580,91485,106659,94928,42911,30628,90016
5638,Mensch ETEC,Su2,2,297,188,301,257,81,91,33
5652,Mensch EPEC,Su2,2,264,205,254,338,74,64,40
5655,Mensch EPEC,Su2,2,232,217,292,331,108,94,35
5680,Mensch ETEC,Su2,2,24458,26289,17161,17203,27482,26477,25184
5692,Mensch ETEC,Su2,2,311,242,282,292,110,128,72
5981,Schwein EPEC,Su2,2,120375,145519,62253,55734,18772,30160,58994
5982,Schwein EPEC,Su2,2,48961,82200,18378,26395,25229,18469,25812
5983,Schwein EPEC,Su2,2,244940,247650,14833,15014,14393,13783,14924
5984,Schwein EPEC,Su2,2,152080,138369,42084,47736,36229,23463,44910
5985,Schwein EPEC,Su2,2,1362,14519,10645,30160,893,401,5987
5988,Schwein EPEC,Su2,2,37913,35867,33207,32845,45059,54552,36874
5989,Schwein EPEC,Su2,2,208,219,292,287,94,89,24
5990,Schwein EPEC,Su2,2,19527,18249,17974,18586,20389,19859,18867
5991,Schwein EPEC,Su2,2,22066,20324,21293,21427,17766,17857,20619
5992,Schwein EPEC,Su2,2,430,262,373,343,163,155,113
5996,Schwein EPEC,Su2,2,44,36,217,183,34,36,3
5997,Schwein EPEC,Su2,2,38207,78677,20527,21191,15626,14722,20822
5999,Schwein EPEC,Su2,2,82965,83569,25590,25890,17590,18734,25703
6573,Rind Kommensale,Su2,2,44494,18203,4794,7098,3875,5010,6054
6576,Rind Kommensale,Su2,2,208145,214540,46460,49027,44543,53160,51094
6583,Rind Kommensale,Su2,2,4879,4641,11101,11437,12959,17947,11253
6587,Rind Kommensale,Su2,2,28102,29722,41222,40828,35040,36110,35559
6588,Rind Kommensale,Su2,2,12473,11834,19163,18898,14073,12240,13083
6589,Rind Kommensale,Su2,2,10452,9077,21806,22477,17976,16679,17138
6590,Rind Kommensale,Su2,2,19643,19574,18127,16126,20855,19215,19205
6592,Rind Kommensale,Su2,2,17196,17969,20929,20855,17057,17407,17498
6593,Rind Kommensale,Su2,2,12815,12592,18576,19641,16743,15244,15804
6594,Rind Kommensale,Su2,2,36892,37407,20609,21620,7559,7291,21077
6597,Rind Kommensale,Su2,2,27956,32647,18645,39404,10028,9991,23263
6602,Rind Kommensale,Su2,2,25283,28211,16015,16438,9496,9233,16189
6604,Rind Kommensale,Su2,2,46406,26836,23510,21771,18021,16679,22603
7500,Rind EPEC,Su2,2,151153,189085,15747,15195,18910,20267,19589
7505,Rind EPEC,Su2,2,20468,20548,23986,30309,31168,30522,27131
7510,Rind EPEC,Su2,2,30539,29118,52623,50889,34155,34529,34326
7524,Rind EPEC,Su2,2,29496,26143,20713,19824,12834,11527,20231
7527,Rind EPEC,Su2,2,1409,985,13047,12958,8621,7861,8204
7533,Rind EPEC,Su2,2,21320,20258,19168,17875,17610,18222,18658
7546,Schwein ETEC,Su2,2,19007,20369,74365,74206,20553,19814,20424
7549,Schwein ETEC,Su2,2,267,282,329,307,110,133,85
7550,Schwein ETEC,Su2,2,23463,8441,5428,5557,16131,13516,10789
7554,Schwein ETEC,Su2,2,13558,7514,13520,13476,12674,11858,12885
148,Schwein Kommensale,Su2,3,13550,15024,8337,9332,6357,8584,8768
4298,Schwein Kommensale,Su2,3,28654,26206,15183,19304,13330,30371,22755
5206,Mensch ETEC,Su2,3,20820,11492,47647,57532,1448,4485,16140
5288,Mensch ETEC,Su2,3,14539,15871,6608,13934,32860,38460,15189
5532,HFEC,Su2,3,16518,16545,1793,1763,2390,2028,2209
4136,Schwein Kommensale,Su2,4,19512,23165,20699,18794,22415,21637,21102
4374,Schwein Kommensale,Su2,4,69642,47313,59816,66872,61775,61099,61421
5211,Mensch EPEC,Su2,4,50468,39988,7259,4222,10068,9379,9724
5267,Mensch EPEC,Su2,4,30420,30371,30757,34636,35825,52375,32680
5993,Schwein EPEC,Su2,4,193,220,145,81,118,125,69
6584,Rind Kommensale,Su2,4,24,24,29,31,11,9,8
7535,Schwein ETEC,Su2,4,3091,1250,257,317,386,666,526
7553,Schwein ETEC,Su2,4,1512,1590,12552,12171,22601,41363,12295
4305,Schwein Kommensale,Su2,5,40,46,14,19,0,0,17
5202,Mensch ETEC,Su2,5,19,215,11,36,0,0,15
4310,Schwein Kommensale,Su2,6,34432,36906,84,84,1958,2114,2036
4418,Schwein Kommensale,Su2,6,28629,29167,21068,29667,44033,45489,29351
5980,Schwein EPEC,Su2,6,6,3,14,9,0,0,5
6596,Rind Kommensale,Su2,6,13087,17429,22477,22603,10370,9097,15192
7552,Schwein ETEC,Su2,6,1020,2437,5555,8557,1188,1733,2019
5207,Mensch EPEC,Su2,7,250452,246137,22056,22720,27958,31627,29793
5283,Mensch EPEC,Su2,7,120,94,39,56,113,89,25
5284,Mensch EPEC,Su2,7,220,110,29,59,19787,34245,99
5995,Schwein EPEC,Su2,7,20079,20235,27391,26844,52252,54867,27051
7519,Rind EPEC,Su2,7,19678,20478,18816,17744,35072,70090,20012
5208,Mensch EPEC,Su2,8,153796,147998,18977,19859,15351,15239,19418
5209,Mensch EPEC,Su2,8,155448,147694,23634,16384,23280,21692,23457
5540,HFEC,Su2,8,19718,19586,14979,15665,22851,22707,19586
5542,HFEC,Su2,8,5669,4785,31035,31513,2954,3623,5161
5545,HFEC,Su2,8,8483,10536,27419,23279,14142,14217,14113
5549,HFEC,Su2,8,20691,19443,31483,28441,14833,13697,20001
5553,HFEC,Su2,8,18043,18351,12180,12295,19096,16699,17305
5554,HFEC,Su2,8,14442,13830,22303,20788,15698,13409,15004
5651,Mensch EPEC,Su2,8,15866,17496,35897,35780,13855,11755,16615
5654,Mensch EPEC,Su2,8,23046,18720,22534,26403,14997,22376,22389
5287,Mensch ETEC,Su2,9,28439,29378,16527,21821,42359,47486,28892
5695,Mensch ETEC,Su2,9,8973,12938,10954,13099,5689,6501,9774
5696,Mensch ETEC,Su2,9,10578,12745,10231,9513,4859,3031,9682
7496,Rind ETEC,Su2,9,23759,17293,5545,5644,2367,4485,5595
7504,Rind ETEC,Su2,9,3910,1695,10323,2776,116,829,2236
7508,Rind ETEC,Su2,9,146555,142890,16902,15599,13293,16161,16532
7511,Rind ETEC,Su2,9,13003,9463,18796,11467,12059,13397,12515
7512,Rind ETEC,Su2,9,36,24,39,34,11,11,13
7515,Rind ETEC,Su2,9,2917,1862,7757,5164,3237,14103,4184
7517,Rind ETEC,Su2,9,35247,40660,33251,32697,27466,30138,32958
7518,Rind ETEC,Su2,9,5557,7006,799,3001,10536,8976,6265
7520,Rind ETEC,Su2,9,2313,2620,16007,14969,20651,24389,15422
7521,Rind ETEC,Su2,9,3536,6982,11552,10122,16668,16525,10771
7522,Rind ETEC,Su2,9,32375,34202,42676,45378,18719,20201,33222
7523,Rind ETEC,Su2,9,6618,7054,24813,16372,933,589,6770
7525,Rind ETEC,Su2,9,15837,20760,12198,15851,30963,29826,18239
7526,Rind ETEC,Su2,9,2602,1362,7871,8824,4329,3977,3963
7529,Rind ETEC,Su2,9,9793,10541,24505,25882,9114,9753,9977
7534,Rind ETEC,Su2,9,19455,20196,17756,18645,13728,8448,18011
7543,Schwein ETEC,Su2,9,39,29,29,31,9,16,13
5538,HFEC,Su2,10,4401,4663,3514,3442,3343,3499,3490
5986,Schwein EPEC,Su2,11,45688,59415,28937,29600,41561,32920,37224
5987,Schwein EPEC,Su2,11,54020,43377,40053,38037,21043,39699,39860
6580,Rind Kommensale,Su2,12,7945,10689,22068,23547,11225,6605,10941
6598,Rind Kommensale,Su2,12,130,128,56,56,91,98,28
7498,Rind ETEC,Su2,13,85666,87331,12567,11021,16473,16946,16710
7502,Rind ETEC,Su2,13,2656,4915,10293,6736,10902,11913,8515
7530,Rind ETEC,Su2,13,17823,17550,15267,14892,26353,26618,17620
7531,Rind ETEC,Su2,13,19007,21350,17184,17097,22670,22717,20112
7499,Rind EPEC,Su2,14,81991,56041,27294,12589,23237,18351,25266
7513,Rind EPEC,Su2,14,6647,6558,18962,16887,222,173,6536
7532,Rind EPEC,Su2,14,17570,16949,11881,14828,21801,25382,17193
7555,Rind EPEC,Su2,15,15178,14925,19203,17605,11083,16800,15923
5539,HFEC,Su2,16,37212,35934,27069,27530,23175,23985,27283
7536,Schwein ETEC,Su2,17,115601,81971,47243,41244,15510,12500,44244
7497,Rind EPEC,Su2,18,162776,101989,21595,19569,17743,19844,20720
5541,HFEC,Su2,19,19458,19668,66697,62097,32389,28929,30593
5537,HFEC,Su2,20,19591,19329,88721,89521,21224,23198,22195
5531,HFEC,Su2,21,119977,122421,27314,55362,16248,15710,41338
5212,Mensch EPEC,Su2,22,18744,18749,40838,60965,22628,24362,23479
5210,Mensch EPEC,Su2,23,31364,74912,14756,15908,19780,19272,19526
4781,Schwein Kommensale,Su2,24,123,133,49,49,8579,7977,62
6605,Rind Kommensale,Su2,25,22239,21692,23896,16064,15681,15601,18812
5994,Schwein EPEC,Su2,26,108,94,61,49,138,135,35
5548,HFEC,Su2,27,13786,18630,21082,23111,23723,23104,22027
5528,HFEC,Su2,28,933,1166,188,61,1119,814,874
4315,Schwein Kommensale,Su2,29,33805,33845,12438,10370,7432,5092,11404
4127,Schwein Kommensale,Su2,30,348,227,170,267,359,371,241
2340,Pantoea agglomerans,Su2,-,252,267,259,247,103,160,60
2345,Serratia liquefaciens,Su2,-,36999,41435,40278,41202,1793,2330,38449
2350,Buttiauxella izardii,Su2,-,287,262,267,343,128,113,75
2351,Buttiauxella izardii,Su2,-,217,254,323,307,188,140,46
2354,Pantoea agglomerans,Su2,-,314,232,373,336,135,150,83
2375,Serratia liquefaciens,Su2,-,59623,52269,48915,56219,13436,10184,50402
2376,Pantoea agglomerans,Su2,-,321,274,321,277,123,108,86
2381,Pantoea agglomerans,Su2,-,264,242,252,341,94,96,57
2387,Buttiauxella agrestis,Su2,-,148,173,71,76,79,108,27
2391,Serratia liquefaciens,Su2,-,51199,74434,46151,44940,2912,3341,45356
2392,Buttiauxella gaviniae,Su2,-,188,113,46,44,125,123,52
2394,Buttiauxella gaviniae,Su2,-,94,99,34,54,113,138,30
2395,Buttiauxella gaviniae,Su2,-,104,123,49,24,118,160,45
2398,Buttiauxella gaviniae,Su2,-,89,128,14,29,113,91,24
2406,Serratia liquefaciens,Su2,-,33831,45316,44331,43379,20743,25729,38415
2407,Buttiauxella gaviniae,Su2,-,321,363,282,291,101,108,97
2416,Buttiauxella gaviniae,Su2,-,259,247,282,326,108,123,63
2430,Pantoea agglomerans,Su2,-,267,371,336,304,138,135,96
2899,Serratia liquefaciens,Su2,-,61195,67700,28414,27272,4770,4889,27653
2901,Serratia fonticola,Su2,-,56,56,148,128,39,36,19
2903,Serratia fonticola,Su2,-,56,101,208,193,34,96,61
2904,Serratia fonticola,Su2,-,44,59,338,244,44,59,22
2910,Pantoea agglomerans,Su2,-,61,66,113,130,26,54,26
2915,Pantoea agglomerans,Su2,-,39,44,123,202,29,34,4
2916,Pantoea agglomerans,Su2,-,46,24,120,158,21,6,-3
2918,Pantoea agglomerans,Su2,-,44,44,113,284,11,21,7
2924,Buttiauxella gaviniae,Su2,-,277,438,272,314,89,79,85
2926,Serratia fonticola,Su2,-,79,138,510,143,36,34,71
3053,Pantoea agglomerans,Su2,-,56,146,274,208,178,126,125
3268,Proteus mirabilis,Su2,-,45779,47397,48481,57737,39718,25665,46551
3279,MRSA,Su2,-,33,57,34,29,21,9,31
3280,MRSA,Su2,-,148,74,49,158,29,26,62
3281,MRSA,Su2,-,201,70,113,84,9,19,77
3282,MRSA,Su2,-,107,67,138,59,16,34,63
3283,MRSA,Su2,-,741,2144,539,606,16,93,573
3284,MRSA,Su2,-,316,312,165,160,363,413,298
3285,MRSA,Su2,-,104,91,301,220,143,185,148
3286,MRSA,Su2,-,130,113,69,81,81,41,65
3287,MRSA,Su2,-,51,39,36,54,44,34,25
3288,MRSA,Su2,-,188,178,145,104,51,54,108
3312,Proteus mirabilis,Su2,-,29826,30888,19359,17390,17763,14308,18524
3323,Proteus mirabilis,Su2,-,33568,30851,19886,18603,14682,18517,19207
3341,Proteus mirabilis,Su2,-,46887,31284,19111,16941,14573,17367,18202
3362,Proteus mirabilis,Su2,-,22167,20446,24132,23597,12540,9704,21269
3365,Proteus mirabilis,Su2,-,18663,19965,27775,26844,5124,4861,19277
4142,Serratia fonticola,Su2,-,222,237,535,299,108,120,192
4444,Schwein Kommensale,Su2,-,9627,12961,8978,8173,1530,2704,8538
5203,Mensch ETEC,Su2,-,13,0,11,11,6,9,10
5551,HFEC,Su2,-,1017,1272,1129,1520,2072,1277,1237
5686,Mensch ETEC,Su2,-,36,54,104,128,54,46,17
7537,Schwein ETEC,Su2,-,0,0,16,16,0,0,0
7538,Schwein ETEC,Su2,-,19,13,14,19,2,0,14
7539,Schwein ETEC,Su2,-,9,9,14,9,0,0,9
7540,Schwein ETEC,Su2,-,26,19,24,49,9,14,5
7541,Schwein ETEC,Su2,-,26,24,14,29,11,9,3
7542,Schwein ETEC,Su2,-,34,29,34,31,11,14,14
7544,Schwein ETEC,Su2,-,26,24,26,36,6,19,9
7545,Schwein ETEC,Su2,-,59,54,130,113,41,51,19
7547,Schwein ETEC,Su2,-,36,29,130,170,24,14,-5
7548,Schwein ETEC,Su2,-,39,26,282,101,31,29,-3
7568,Proteus mirabilis,Su2,-,29380,27966,27431,24404,20558,18868,25880
7574,Proteus mirabilis,Su2,-,24268,24255,31726,20052,17759,13917,22116
7596,Proteus mirabilis,Su2,-,4921,4148,7187,9035,3192,7192,6017
7597,Proteus mirabilis,Su2,-,5872,6818,6741,7816,6964,3187,6742
91,Schwein Kommensale,RNAse,1,38763,50684,22673,47441,13560,16758,30656
5547,HFEC,RNAse,1,1570,2843,589,772,463,153,654
5682,Mensch ETEC,RNAse,1,125,113,29,41,29,29,9
5689,Mensch ETEC,RNAse,1,192,130,54,54,41,0,28
5690,Mensch ETEC,RNAse,1,99,84,36,39,13910,12701,65
5691,Mensch ETEC,RNAse,1,80,94,6,6,244,198,25
5998,Schwein EPEC,RNAse,1,292,1931,56,56,18531,18878,1085
6586,Rind Kommensale,RNAse,1,12099,12424,11564,12515,16475,15827,12453
6595,Rind Kommensale,RNAse,1,54,81,41,14,15977,17984,41
7501,Rind EPEC,RNAse,1,70432,14748,10167,9492,12027,14229,13128
7503,Rind EPEC,RNAse,1,5130,23513,5424,13548,7814,12651,10233
7506,Rind EPEC,RNAse,1,23901,25612,32479,22140,26051,24337,24958
7507,Rind EPEC,RNAse,1,21283,22175,22529,31550,27012,30108,24754
7509,Rind EPEC,RNAse,1,25484,21910,18667,20084,21288,25368,21583
7514,Rind EPEC,RNAse,1,51078,42607,43635,751,11772,19467,30975
7516,Rind EPEC,RNAse,1,26361,28104,26341,60976,18990,19785,26289
7528,Rind EPEC,RNAse,1,20897,25650,28357,1048,12775,9986,16774
7551,Schwein ETEC,RNAse,1,74,69,24,34,14974,15012,45
122,Schwein Kommensale,RNAse,2,0,16,407,1055,155,165,98
136,Schwein Kommensale,RNAse,2,34994,40065,94303,17327,19482,19675,27273
4297,Schwein Kommensale,RNAse,2,49015,69110,20051,3738,21142,22262,21702
4318,Schwein Kommensale,RNAse,2,31884,25214,28147,37742,28112,26606,28113
4320,Schwein Kommensale,RNAse,2,28697,32979,49049,32208,30123,30294,31235
4401,Schwein Kommensale,RNAse,2,33261,37544,33331,34024,39114,34512,34252
4445,Schwein Kommensale,RNAse,2,40742,36491,35055,35989,63103,50441,38575
4732,Schwein Kommensale,RNAse,2,52302,65918,43112,30555,94848,95452,59069
5200,Mensch ETEC,RNAse,2,132392,121801,82551,75175,14140,17347,78863
5201,Mensch ETEC,RNAse,2,164860,183286,87456,103715,13243,15423,95586
5204,Mensch ETEC,RNAse,2,146885,126328,105875,33845,22286,19720,69860
5205,Mensch ETEC,RNAse,2,33320,35329,48851,47798,76540,69060,48308
5263,Mensch EPEC,RNAse,2,73793,73441,93724,82888,58307,48960,73601
5268,Mensch EPEC,RNAse,2,69766,66875,77441,79118,50877,52373,68304
5281,Mensch EPEC,RNAse,2,16963,14380,7596,5741,6786,7356,7460
5282,Mensch EPEC,RNAse,2,23512,20448,25724,22039,31145,36987,24577
5285,Mensch EPEC,RNAse,2,41298,60325,34506,32581,14644,4419,33502
5289,Mensch EPEC,RNAse,2,47703,55515,44905,38942,44107,22343,44465
5527,HFEC,RNAse,2,100333,89273,48300,52052,23483,22291,50176
5529,HFEC,RNAse,2,77151,69140,32126,33265,11660,10513,32696
5536,HFEC,RNAse,2,34832,32679,33390,34042,31312,30021,33018
5543,HFEC,RNAse,2,25549,28657,10524,37445,17199,17424,21425
5631,Mensch EPEC,RNAse,2,28957,28771,44282,28482,23723,23441,28565
5637,Mensch ETEC,RNAse,2,69312,67613,82048,78350,15965,12376,68446
5638,Mensch ETEC,RNAse,2,93,40,329,9,126,198,48
5652,Mensch EPEC,RNAse,2,77,6,225,100,168,188,72
5655,Mensch EPEC,RNAse,2,60,97,438,13,153,165,63
5680,Mensch ETEC,RNAse,2,76534,81041,15482,16828,33098,42703,37839
5692,Mensch ETEC,RNAse,2,80,165,0,20,173,200,61
5981,Schwein EPEC,RNAse,2,146919,155710,47525,64495,37541,45556,56010
5982,Schwein EPEC,RNAse,2,52774,41053,6971,6057,14791,19549,17170
5983,Schwein EPEC,RNAse,2,170304,174956,78573,72808,13285,16510,75691
5984,Schwein EPEC,RNAse,2,117148,127009,25845,34789,18365,16837,30317
5985,Schwein EPEC,RNAse,2,1295,11001,7648,554,2112,9684,4864
5988,Schwein EPEC,RNAse,2,32048,33212,42359,38480,50062,52905,40403
5989,Schwein EPEC,RNAse,2,67,66,20,384,128,224,36
5990,Schwein EPEC,RNAse,2,48762,48698,36222,49534,22059,22170,42398
5991,Schwein EPEC,RNAse,2,34971,40567,32126,56266,22259,22526,33487
5992,Schwein EPEC,RNAse,2,107,63,47,225,220,297,102
5996,Schwein EPEC,RNAse,2,60,80,350,593,3,9,29
5997,Schwein EPEC,RNAse,2,87790,86529,99029,35713,28758,48651,67549
5999,Schwein EPEC,RNAse,2,40372,43247,35396,39765,62995,67863,41768
6573,Rind Kommensale,RNAse,2,22926,19113,8879,8683,2726,2293,8781
6576,Rind Kommensale,RNAse,2,200785,174622,67775,89445,40615,41522,78610
6583,Rind Kommensale,RNAse,2,4062,4217,6338,6481,14742,14734,6393
6587,Rind Kommensale,RNAse,2,31532,26675,34195,35109,37340,41532,34636
6588,Rind Kommensale,RNAse,2,26034,25653,14768,16815,15140,15433,16062
6589,Rind Kommensale,RNAse,2,25957,48273,18884,15554,16636,16518,17698
6590,Rind Kommensale,RNAse,2,39670,41670,9540,2720,23116,24305,23649
6592,Rind Kommensale,RNAse,2,33313,32092,38939,616,21325,21902,26935
6593,Rind Kommensale,RNAse,2,39694,39016,92819,8643,18487,19044,28968
6594,Rind Kommensale,RNAse,2,35268,35153,30764,42694,23277,64202,35169
6597,Rind Kommensale,RNAse,2,36235,43581,18750,20853,12344,12863,19760
6602,Rind Kommensale,RNAse,2,80585,29843,51156,19087,43568,44427,43956
6604,Rind Kommensale,RNAse,2,70775,71022,85908,82638,28182,24713,70857
7500,Rind EPEC,RNAse,2,137166,135396,79571,69228,15036,15995,74400
7505,Rind EPEC,RNAse,2,27602,26685,27951,27681,33650,24032,27625
7510,Rind EPEC,RNAse,2,29328,28196,39971,36444,42812,71276,38191
7524,Rind EPEC,RNAse,2,88585,86030,67145,54419,79288,74629,76917
7527,Rind EPEC,RNAse,2,471,1988,35595,32143,20030,24163,22055
7533,Rind EPEC,RNAse,2,85298,78391,85255,83320,87641,72094,84246
7546,Schwein ETEC,RNAse,2,39960,45550,35973,40898,53515,49878,43183
7549,Schwein ETEC,RNAse,2,168,215,266,195,212,153,142
7550,Schwein ETEC,RNAse,2,29564,28165,8478,697,5404,5429,6892
7554,Schwein ETEC,RNAse,2,35659,21642,1220,447,26673,26967,24096
148,Schwein Kommensale,RNAse,3,35123,43281,12038,9715,18541,16092,17255
4298,Schwein Kommensale,RNAse,3,14610,17671,35598,40034,20721,23891,22306
5206,Mensch ETEC,RNAse,3,8406,7172,4888,33358,2187,1161,6014
5288,Mensch ETEC,RNAse,3,13045,13583,14957,12770,22717,12968,13298
5532,HFEC,RNAse,3,21048,28098,4537,3371,2043,4230,4384
4136,Schwein Kommensale,RNAse,4,19698,20597,21241,21261,37083,34215,21225
4374,Schwein Kommensale,RNAse,4,63878,57619,61518,52242,34547,41970,54914
5211,Mensch EPEC,RNAse,4,37210,66309,9412,9570,7683,9884,9727
5267,Mensch EPEC,RNAse,4,32248,31292,31837,29199,35335,47085,32026
5993,Schwein EPEC,RNAse,4,113,108,94,99,29,29,70
6584,Rind Kommensale,RNAse,4,11,14,9,9,24,21,-4
7535,Schwein ETEC,RNAse,4,1065,380,755,178,539,703,621
7553,Schwein ETEC,RNAse,4,1527,1587,13907,12485,20312,17377,13170
4305,Schwein Kommensale,RNAse,5,26,3,20,20,0,6,13
5202,Mensch ETEC,RNAse,5,9,3,0,0,0,4,2
4310,Schwein Kommensale,RNAse,6,292,593,33,13,2,9,23
4418,Schwein Kommensale,RNAse,6,26041,25323,22078,11913,21209,21821,21923
5980,Schwein EPEC,RNAse,6,6,0,0,0,6,4,2
6596,Rind Kommensale,RNAse,6,45138,44853,16357,15234,12943,13028,15769
7552,Schwein ETEC,RNAse,6,1218,990,812,8155,1403,1243,1204
5207,Mensch EPEC,RNAse,7,207848,210700,52117,48021,23859,23661,50069
5283,Mensch EPEC,RNAse,7,89,54,24,26,29,14,1
5284,Mensch EPEC,RNAse,7,94,66,24,19,18692,18118,54
5995,Schwein EPEC,RNAse,7,26479,22309,22876,22078,23099,21110,22566
7519,Rind EPEC,RNAse,7,14650,17122,14519,14571,24213,23433,15860
5208,Mensch EPEC,RNAse,8,134533,133566,64711,55946,12512,11544,60329
5209,Mensch EPEC,RNAse,8,160727,146136,47876,53374,18226,18578,50625
5540,HFEC,RNAse,8,18734,29424,13858,6196,8200,11324,12565
